method,display_name,is_system,episodes,mean_reward,std_reward,avg_delay,total_energy,handover_success_rate,handover_failure_rate,forced_termination_rate,service_continuity_rate,service_availability_rate,task_completion_rate,task_success_rate,task_failure_rate,task_settlement_rate,task_resolution_rate,pending_task_rate,deadline_violation_rate,handover_frequency,active_load_balance_score,avg_load_balance_score,mec_activity_score,energy_per_resolved_task,handover_action_rate,local_compute_rate,mean_offload_ratio,reward_delay,reward_energy,reward_qos,reward_task_success,reward_deadline_slack,reward_service_continuity,reward_handover,reward_load_balance,reward_enqueue,penalty_deadline,penalty_task_failure,penalty_queue_full,penalty_invalid_action,penalty_blocked,penalty_failed_handover,penalty_handover_cost,selection_metric,selection_score,primary_metric_win_count,primary_metric_wins_text,selected_offload,method_variant,training_history,source
han_mappo_latency_priority_multiuser_u20,HAN+MAPPO,True,3,-17.310344173163084,5.951864504105323,2.6308080482654894,962.4897048497738,0.7365665534366977,0.2634334465633023,0.0,0.9837944444444444,0.9864444444444445,0.8302977500271619,0.8302322885015226,0.16968842193298417,0.9999207104345068,0.9999207104345068,7.92895654931811e-05,0.16968842193298417,0.004416666666666667,0.004995083522137611,0.004995083522137611,0.07716049167017142,0.22874666200976956,0.0010277777777777778,0.0,0.7709497213363647,-1048.829179487141,-3.4720271473066115,826.2666666666236,1397.4666666667106,335.79385242555526,-1.458499999999998,2.48368304518696,0.011036035142038955,0.0,-217.15892490015358,-571.2000000000018,-203.10000000000198,0.0,-2.6666666666666665,-4.199999999999999,-1.1716666666666675,avg_delay,-2.6308080482654894,0,,,,/home/pjpjq/LEO_switch/results/full_train_latency_priority_multiuser_u20_multiuser_6_7/training_history.json,checkpoint_eval
attn_mappo,Attn+MAPPO,False,3,-8.957195548676582,5.482052922107605,2.55277563849041,960.3069564740622,0.7648644338118022,0.23513556618819775,0.0,0.9802333333333334,0.9863333333333332,0.8425816046982337,0.8425155772228052,0.15740513321170166,0.9999207104345068,0.9999207104345068,7.92895654931811e-05,0.15740513321170166,0.010166666666666666,0.003322328007214655,0.003322328007214655,0.06139169290868773,0.22822790694939288,0.0069722222222222225,0.0,0.7283968925476074,-1033.4444166243566,-3.7681496450778322,888.2666666666214,1418.1333333333816,340.8453005394444,-1.778999999999998,5.510290926532335,0.023111833692680328,0.0,-180.79560865706569,-529.8666666666708,-145.20000000000041,0.0,-2.6666666666666665,-8.600000000000003,-2.8049999999999984,avg_delay,-2.55277563849041,3,Average Delay | Task Success | Deadline Violation,,,/home/pjpjq/LEO_switch/results/baseline_compare/multiuser_scaling_multiuser_6_7/u20/learned_baselines/attn_mappo/training_history.json,attn_mappo_train_eval
pdqn,PDQN,False,3,-16.413333094619748,4.981266621108678,2.6221823033430973,473.1257923048465,0.7610520682473974,0.23894793175260265,0.002065712426805465,0.9351666666666665,0.9661666666666667,0.8318847463931193,0.8314260128719094,0.1680188469796804,0.9994448598515899,0.9994448598515899,0.0005551401484101451,0.1680188469796804,0.05166666666666667,0.026578582215830485,0.026578582215830485,0.09699775307542746,0.11249721620944278,0.05036111111111111,0.0014166666666666668,0.9783852100372314,-1042.3782894261833,-1.5562399238782358,833.8666666666244,1399.4666666667108,321.03073375489834,-5.834999999999996,30.986598598080295,0.016873299505905725,0.0,-184.90338155156803,-565.6000000000021,-108.49999999999943,-0.8333333333333334,-2.0,-44.19999999999993,-14.158333333333298,avg_delay,-2.6221823033430973,0,,,,/home/pjpjq/LEO_switch/results/baseline_compare/multiuser_scaling_multiuser_6_7/u20/learned_baselines/pdqn/training_history.json,pdqn_train_eval
mappo_no_han,MAPPO,False,3,-18.211852624013403,2.9655464180338185,2.6414875456800773,1002.5320955403031,0.7359723763719325,0.2640276236280676,0.0,0.9853611111111111,0.9879444444444445,0.8298295350199568,0.8297639414393667,0.17015676899514007,0.9999207104345068,0.9999207104345068,7.92895654931811e-05,0.17015676899514007,0.0043055555555555555,0.004995083522137611,0.004995083522137611,0.07521043555397126,0.2382631931094755,0.0012777777777777779,0.0,0.7540462613105774,-1053.8516943323145,-3.6102969088639973,823.8666666666242,1396.6666666667104,335.5498763500049,-1.3174999999999972,2.4275369485731173,0.011036035142038955,0.0,-221.3839999317739,-572.8000000000017,-212.0000000000023,0.0,-2.6666666666666665,-4.099999999999999,-1.1416666666666673,avg_delay,-2.6414875456800773,1,Service Continuity,,,/home/pjpjq/LEO_switch/results/baseline_compare/multiuser_scaling_multiuser_6_7/u20/learned_baselines/mappo_no_han/training_history.json,mappo_no_han_train_eval
maddpg,MADDPG,False,3,-16.278691297898828,10.152923895617564,2.654456650352191,487.13065243243983,0.7491192196956343,0.2508807803043657,0.0,0.9611166666666665,0.9674999999999999,0.8232196555924967,0.8230909649496022,0.17675043705441842,0.9998414020040207,0.9998414020040207,0.0001585979959793418,0.17675043705441842,0.010638888888888887,0.02823974624901035,0.02823974624901035,0.10049101892444823,0.11578133079522418,0.009,0.02813888888888889,0.9685713052749634,-1038.331791828846,-1.5317157174183802,790.533333333291,1385.4666666667079,318.6065401112784,-3.4994999999999976,5.592533314352416,0.031816490886749565,0.0,-199.42541767073354,-594.9333333333337,-114.79999999999968,0.0,-2.6666666666666665,-9.900000000000004,-2.851666666666663,avg_delay,-2.654456650352191,1,Active Load Balance,,,/home/pjpjq/LEO_switch/results/baseline_compare/multiuser_scaling_multiuser_6_7/u20/learned_baselines/maddpg/training_history.json,maddpg_train_eval
min_distance,Min-Distance,False,3,-28.98144670639121,2.391213567528899,2.7861416071944274,678.8161079085403,0.7121693121693121,0.2878306878306878,0.0,0.9848666666666667,0.9879166666666667,0.8142723708973459,0.8140789690325403,0.1856831245409942,0.9997620935735346,0.9997620935735346,0.00023790642646550245,0.1856831245409942,0.005083333333333333,0.013860475475728622,0.013860475475728622,0.11185465534735058,0.1613539595694177,0.005083333333333333,0.0,1.0,-1093.8279273818614,-1.706374085536347,745.1999999999598,1370.2666666667044,314.72771511190655,-1.3619999999999977,2.537819194883569,0.020502731529549553,0.0,-250.24997280476762,-625.0666666666654,-259.0000000000041,0.0,-2.6666666666666665,-5.399999999999999,-1.2933333333333341,avg_delay,-2.7861416071944274,0,,1.0,min_distance(best_offload=1.00),,heuristic_eval
random,Random,False,3,-145.00550427958686,4.896494595298342,3.1330940701204546,419.89674012364793,0.7420627925328561,0.2579372074671438,0.000990984160624782,0.38551111111111086,0.7384444444444443,0.6660991500695315,0.6649938053125892,0.3333421473157303,0.9983359526283194,0.9983359526283194,0.001664047371680467,0.3333421473157303,0.5882222222222222,0.019963581965888964,0.019963581965888964,0.09226991930562589,0.09995161631127063,0.58725,0.0,1.0,-1128.955897497417,-1.180472949018716,-2.799999999999784,1119.333333333314,237.5828340909272,-55.30400000000015,330.2125813426174,0.6095579184923697,0.0,-430.2216266923402,-1122.1333333333039,-91.49999999999949,-9.5,-1.6666666666666667,-540.2000000000094,-157.95833333333795,avg_delay,-3.1330940701204546,1,Energy per Resolved Task,1.0,random(best_offload=1.00),,heuristic_eval
joint_greedy,Joint Greedy,False,3,-130.67697358186265,6.197999283968563,4.2181705995989365,2083.835125359701,0.7664970706136294,0.23350292938637063,0.0,0.9406499999999999,0.9430000000000001,0.5677929450078283,0.5675693222604994,0.43203469990848414,0.9996040221689836,0.9996040221689836,0.0003959778310164324,0.43203469990848414,0.003916666666666666,0.0,0.0,0.0,0.4954041822711074,0.00047222222222222224,0.9578333333333333,0.0421319454908371,-1343.8218229983079,-3.491853704109585,-499.06666666669116,955.3333333332962,212.39621985479707,-5.341499999999967,2.298318447273101,0.0,0.0,-869.4070722519991,-1454.3999999999517,0.0,0.0,-2.6666666666666665,-3.2999999999999994,-1.0800000000000007,avg_delay,-4.2181705995989365,0,,,,,heuristic_eval
full_local,Full-Local,False,3,-133.78972067648672,4.625058659993488,4.222776528635116,2041.7499981940825,0.774074074074074,0.22592592592592595,0.0,0.9220055555555554,0.9242222222222223,0.5571692621618775,0.5566389965011568,0.44241067540655926,0.999049671907716,0.999049671907716,0.00095032809228396,0.44241067540655926,0.0036944444444444446,0.0,0.0,0.0,0.4856684106075363,0.0,1.0,0.0,-1316.5794908990456,-3.4255455597058133,-552.4000000000225,936.9333333332974,208.30328527813427,-7.019499999999998,2.218024995781644,0.0,0.0,-868.625480652836,-1489.333333333283,0.0,0.0,-2.6666666666666665,-2.9999999999999996,-1.0300000000000007,avg_delay,-4.222776528635116,2,Handover Failure | Handover Frequency,,,,heuristic_eval
